"시도별","지출목적별",2020,2019,2018,2017,2016,2015,2014,2013,2012,2011
"전국","비내구성 가정용품",94.97,95.33,94.34,95.19,96.35,100.00,98.786,98.417,102.880,99.325
"전국","세탁세제",86.61,87.14,87.63,89.58,91.24,100.00,100.577,99.908,109.618,108.147
"전국","섬유유연제",81.08,86.56,88.12,89.07,95.02,100.00,91.502,89.765,101.060,97.492
"전국","전구",91.80,92.40,93.60,95.80,100.23,100.00,97.535,99.334,98.786,87.856
"전국","부엌용세제",97.88,96.85,96.67,101.53,101.89,100.00,98.264,98.069,97.476,91.544
"전국","청소용세제",111.59,108.91,101.48,100.96,100.37,100.00,99.669,99.579,98.558,89.930
"전국","살충제",107.48,100.95,103.29,101.82,97.68,100.00,97.996,96.353,94.381,87.859
"전국","가정용비닐용품",120.75,116.83,105.24,100.67,99.73,100.00,98.378,94.887,92.551,88.228
"전국","키친타월",97.81,99.88,97.53,97.41,99.05,100.00,100.281,101.126,100.148,97.332
"전국","방향제",106.64,106.36,105.29,103.62,101.06,100.00,99.929,98.957,99.531,98.823
"전국","습기제거제",100.19,101.98,110.02,110.25,105.76,100.00,94.530,97.319,95.952,93.607
"전국","가구내 고용 및 가사 서비스",122.30,119.72,114.70,105.38,101.76,100.00,96.610,93.705,91.286,86.043
"전국","가사도우미료",123.10,120.68,115.74,105.50,101.85,100.00,96.154,93.139,91.199,85.108
"전국","간병도우미료",120.55,117.62,112.41,105.13,101.59,100.00,98.520,96.093,91.656,90.063
"전국","06 보건",103.85,102.30,101.83,101.88,100.99,100.00,98.765,98.074,97.725,96.837
"전국","06.1 의료용품 및 장비",100.58,99.37,98.52,99.41,99.97,100.00,98.707,97.751,97.289,97.582
"전국","의약품",100.99,100.03,98.82,99.42,99.95,100.00,98.657,97.707,97.449,98.350
"전국","감기약",111.48,110.66,107.46,104.04,102.83,100.00,95.341,93.681,91.741,89.453
"전국","진통제",123.83,114.08,110.69,110.39,107.31,100.00,98.644,95.800,93.658,92.711
"전국","소화제",119.19,111.11,101.73,101.12,100.73,100.00,96.037,92.988,90.330,85.106
"전국","정장제",120.74,105.33,102.57,101.66,100.61,100.00,99.600,99.550,98.664,94.781
"전국","위장약",113.08,108.73,105.78,103.40,101.61,100.00,96.699,94.065,91.907,89.526
"전국","진해거담제",131.52,126.33,117.82,108.34,101.38,100.00,93.889,92.558,91.914,91.620
"전국","소염진통제",110.85,109.30,107.15,103.78,101.12,100.00,98.304,95.421,92.483,87.284
"전국","피부질환제",112.51,109.35,102.43,101.31,100.57,100.00,99.478,98.110,96.638,92.464
"전국","치과구강용약",114.71,106.56,99.50,99.91,100.47,100.00,-,-,-,-
"전국","조제약",94.37,95.10,96.29,97.49,98.75,100.00,99.919,101.938,108.269,120.780
"전국","한방약",118.38,113.33,104.77,101.95,101.26,100.00,98.506,97.074,94.490,91.248
"전국","인삼",96.67,99.40,100.48,97.01,97.81,100.00,101.602,94.776,93.516,81.322
"전국","홍삼",100.00,100.00,100.00,100.00,100.00,100.00,100.000,95.623,92.266,88.753
"전국","비타민제",99.56,99.18,99.37,99.83,99.82,100.00,99.773,98.817,93.487,88.566
"전국","건강기능식품",93.14,93.97,94.87,98.85,100.40,100.00,96.678,94.581,90.387,90.387
"전국","병원약품",93.26,93.92,95.00,97.08,98.61,100.00,-,-,-,-
"전국","의료용품 및 치료기기",99.44,97.59,97.69,99.39,100.01,100.00,98.852,97.864,96.823,95.520
"전국","종이기저귀",101.84,95.15,93.40,97.79,99.25,100.00,96.452,94.761,94.231,93.653
"전국","생리대",98.56,97.63,97.95,98.57,98.97,100.00,99.795,97.048,91.570,85.583
"전국","안경",98.31,98.71,99.65,99.72,99.97,100.00,99.704,100.022,99.535,99.599
"전국","콘택트렌즈",94.76,94.70,97.11,98.44,99.37,100.00,100.089,100.162,101.277,102.196
"전국","의료측정기",102.83,98.70,99.38,100.37,101.22,100.00,100.930,102.045,104.775,106.246
"전국","보청기",101.36,101.36,101.36,101.35,100.63,100.00,-,-,-,-
"전국","건강기기렌탈비",101.05,100.00,100.00,100.00,100.00,100.00,-,-,-,-
"전국","치료재료",99.77,99.22,98.83,101.18,102.03,100.00,-,-,-,-
"전국","06.2 외래환자 서비스",107.94,105.66,104.89,103.50,101.63,100.00,98.763,98.488,98.710,97.628
"전국","의료서비스",112.22,109.65,107.47,104.93,102.31,100.00,98.221,96.529,95.559,94.768
"전국","외래진료비",112.55,109.91,107.52,104.94,102.31,100.00,98.035,96.232,95.259,94.543
"전국","건강검진비",104.01,103.32,102.42,101.70,101.13,100.00,99.509,98.600,96.981,94.880
"전국","한방진료비",108.66,107.14,108.29,105.26,102.24,100.00,97.563,94.963,92.474,89.150
"전국","약국조제료",117.18,113.19,109.72,106.66,103.06,100.00,-,-,-,-
"전국","기타 의료서비스",100.85,99.04,100.63,101.14,100.53,100.00,99.770,102.144,104.588,103.082
"전국","치과진료비",106.62,103.60,104.69,103.94,101.94,100.00,99.770,102.144,104.588,103.082
"전국","치과보철료",96.23,95.41,97.44,98.98,99.44,100.00,99.770,102.144,104.588,103.082
"전국","06.3 병원 서비스",99.95,99.81,101.26,103.50,101.70,100.00,98.911,97.593,95.878,92.920
"전국","병원 서비스",99.95,99.81,101.26,103.50,101.70,100.00,98.911,97.593,95.878,92.920
"전국","입원진료비",103.59,101.91,101.98,103.10,101.52,100.00,98.911,97.593,95.878,92.920
"전국","병원검사료",79.78,88.29,97.46,105.88,102.76,100.00,98.035,96.232,95.259,94.543
"전국","07 교통",100.01,101.88,103.74,101.29,97.79,100.00,108.508,110.279,110.864,107.385
"전국","07.1 운송장비",99.90,98.74,99.98,101.17,100.30,100.00,100.976,101.164,99.977,100.037
"전국","운송장비",99.90,98.74,99.98,101.17,100.30,100.00,100.976,101.164,99.977,100.037
"전국","소형승용차",101.12,101.68,102.44,102.50,101.86,100.00,101.333,101.284,99.998,99.334
"전국","중형승용차",98.65,96.62,98.75,98.21,97.77,100.00,100.577,100.793,99.732,99.272
"전국","대형승용차",102.26,101.84,102.42,102.31,99.24,100.00,102.225,103.101,102.800,103.997
"전국","경승용차",103.51,103.47,102.29,102.16,97.78,100.00,96.955,97.023,94.901,93.122
"전국","다목적승용차",97.02,96.89,98.57,99.79,100.15,100.00,100.643,101.539,100.159,100.247
"전국","수입승용차",101.30,97.90,99.23,102.95,102.31,100.00,102.146,100.973,99.148,101.509
"전국","자전거",103.00,100.08,101.42,97.85,99.57,100.00,97.291,94.168,92.462,85.413
"전국","07.2 개인운송장비 운영",95.25,100.91,105.46,100.12,94.13,100.00,117.696,122.061,125.133,121.237
"전국","개인운송장비 연료 및 윤활유",92.15,99.50,105.93,99.24,92.14,100.00,123.429,129.244,133.890,129.205
"전국","휘발유",91.59,97.39,104.88,98.98,93.01,100.00,120.969,127.074,131.240,126.650
"전국","경유",91.62,102.84,107.01,98.79,91.00,100.00,125.806,132.562,138.680,133.256
"전국","자동차용LPG",98.01,99.91,108.39,102.52,90.94,100.00,130.520,132.828,136.600,133.175
"전국","개인운송장비 소모품 및 유지 · 수리",104.75,103.86,102.28,101.03,100.31,100.00,99.936,99.747,98.854,98.176
"전국","자동차용품",91.46,92.71,93.40,95.40,97.45,100.00,105.271,115.826,98.855,110.135
"전국","자동차타이어",89.97,90.76,92.73,97.96,97.92,100.00,102.193,103.047,104.020,103.512
"전국","자동차수리비",106.07,104.98,103.14,101.31,100.58,100.00,99.727,99.259,99.298,98.383
"전국","엔진오일교체료",113.40,110.87,107.34,102.10,100.41,100.00,98.529,96.457,95.058,92.401
"전국","세차료",129.39,124.65,117.25,110.24,105.17,100.00,94.742,89.914,85.123,79.911
"전국","개인운송장비 관련 기타 서비스",106.01,108.57,107.49,106.72,102.68,100.00,99.225,99.015,95.767,93.453
"전국","자동차학원비",165.45,161.17,151.82,135.87,104.90,100.00,96.220,95.246,91.231,86.920
"전국","주차료",104.19,105.77,104.31,104.04,102.28,100.00,99.559,98.277,95.120,94.750
"전국","도로통행료",101.26,102.49,102.70,104.04,104.11,100.00,100.000,100.000,100.000,97.071
"전국","승용차임차료",90.63,99.72,99.61,99.83,100.01,100.00,100.134,100.218,86.865,82.627
"전국","대리운전이용료",113.50,111.16,108.06,105.47,103.32,100.00,98.921,99.720,99.541,98.787
"전국","자동차검사료",109.05,109.05,109.05,109.05,103.77,100.00,100.000,100.000,100.000,100.000
"전국","07.3 운송 서비스",110.17,107.85,104.87,103.98,102.95,100.00,97.192,95.319,92.614,87.025
"전국","철도 여객수송",104.64,104.64,104.64,104.91,104.22,100.00,93.797,93.518,92.238,84.637
"전국","열차료",97.15,97.15,97.15,98.34,100.00,100.00,96.016,96.016,96.016,93.536
"전국","도시철도료",107.93,107.93,107.93,107.57,105.94,100.00,92.955,92.576,90.811,81.494
"전국","도로 여객수송",113.09,109.41,104.22,104.16,103.41,100.00,96.876,94.373,90.854,85.576
"전국","시내버스료",111.30,107.01,105.67,105.91,104.94,100.00,95.514,93.827,91.634,83.947
"전국","시외버스료",113.23,111.00,99.84,99.98,100.00,100.00,99.992,98.990,94.400,94.400
"전국","고속버스료",107.96,106.63,100.00,100.00,100.00,100.00,100.000,99.313,95.876,95.876
"전국","택시료",116.96,113.91,101.32,100.43,100.00,100.00,100.000,93.945,86.252,86.252
"전국","항공 및 수상여객운송",106.55,106.01,106.91,101.82,98.70,100.00,110.487,112.720,115.356,111.027
"전국","국내항공료",107.49,108.61,107.37,102.83,97.93,100.00,107.315,106.870,101.635,96.769
"전국","국제항공료",106.36,105.89,107.20,101.73,98.77,100.00,111.646,114.314,117.837,113.987
"전국","여객선료",107.47,102.65,101.76,101.04,99.35,100.00,97.829,98.235,102.094,95.148
"전국","기타 여객운송",109.24,107.35,105.22,103.19,102.05,100.00,96.332,91.383,86.840,83.140
"전국","이삿짐운송료",113.75,111.55,109.01,105.54,103.16,100.00,94.463,88.904,84.496,79.306
"전국","택배이용료",102.65,101.23,99.71,99.82,100.45,100.00,99.972,96.221,91.414,91.554
"전국","08 통신",95.22,97.24,99.52,100.38,100.09,100.00,100.192,100.254,100.384,103.036
"전국","08.1 우편서비스",121.67,117.47,109.07,106.81,100.00,100.00,100.000,94.429,90.449,85.893
"전국","우편서비스",121.67,117.47,109.07,106.81,100.00,100.00,100.000,94.429,90.449,85.893
"전국","우편료",121.67,117.47,109.07,106.81,100.00,100.00,100.000,94.429,90.449,85.893
"전국","08.2 전화 및 팩스장비",103.17,102.26,102.93,101.89,100.28,100.00,105.514,109.037,112.407,117.074
"전국","전화 및 팩스장비",103.17,102.26,102.93,101.89,100.28,100.00,105.514,109.037,112.407,117.074
"전국","휴대전화기",103.17,102.26,102.93,101.89,100.28,100.00,105.514,109.037,112.407,117.074
"전국","08.3 전화 및 팩스 서비스",93.46,96.14,98.80,100.09,100.05,100.00,99.964,99.885,99.885,102.524
"전국","전화 및 팩스 서비스",93.46,96.14,98.80,100.09,100.05,100.00,99.964,99.885,99.885,102.524
"전국","유선전화료",100.22,100.14,100.14,100.14,100.15,100.00,99.411,98.239,98.239,98.239
"전국","휴대전화료",91.92,95.19,98.43,100.00,100.00,100.00,100.000,100.000,100.000,103.616
"전국","인터넷이용료",100.08,100.07,100.00,100.00,100.00,100.00,100.000,100.000,100.000,100.000
"전국","휴대전화기수리비",117.77,114.03,111.62,109.95,104.91,100.00,-,-,-,-
"전국","09 오락 및 문화",101.11,102.14,102.39,101.90,101.84,100.00,100.492,100.063,99.048,98.796
"전국","09.1 음향 · 영상 · 사진 및 정보처리 장비",86.93,89.35,92.81,97.89,100.11,100.00,103.909,110.673,114.762,128.806
"전국","영상 · 음향기기",72.29,76.47,81.57,90.07,96.81,100.00,109.576,119.978,125.274,147.130
"전국","TV",63.42,69.08,74.43,83.30,91.21,100.00,112.781,125.103,131.142,159.301
"전국","영상음향기기",93.90,93.98,95.11,97.71,100.35,100.00,99.663,100.706,93.510,98.209
"전국","사진기",99.83,93.46,98.65,106.99,113.02,100.00,102.353,112.157,126.851,149.351
"전국","정보처리기기 · 소모품",99.65,100.55,102.57,104.67,102.96,100.00,99.234,102.998,106.094,114.048
"전국","컴퓨터",96.84,98.76,101.52,103.10,101.89,100.00,101.148,106.708,111.183,123.257
"전국","컴퓨터수리비",104.93,104.93,104.93,102.08,102.08,100.00,-,-,-,-
"전국","휴대용멀티미디어기기",113.47,116.54,115.11,110.15,104.35,100.00,106.386,108.374,112.252,120.996
"전국","프린터",117.13,118.30,110.51,108.56,108.47,100.00,97.407,95.995,100.148,114.591
"전국","컴퓨터소모품",112.38,107.99,104.83,107.46,107.18,100.00,91.566,91.517,90.130,86.141
"전국","저장장치",78.99,75.00,91.71,119.40,106.21,100.00,105.880,125.354,135.444,143.018
"전국","09.2 기타 오락 및 문화용 주요 내구재",101.18,103.26,103.51,101.94,99.61,100.00,100.802,102.555,102.113,97.403
"전국","기타 오락 및 문화용 주요 내구재",101.18,103.26,103.51,101.94,99.61,100.00,100.802,102.555,102.113,97.403
"전국","피아노",104.87,104.41,102.81,102.39,100.53,100.00,101.692,105.756,106.078,101.620
"전국","현악기",109.39,109.15,107.58,101.49,97.66,100.00,99.975,99.582,98.432,93.156
"전국","헬스기구",93.23,98.55,101.24,101.92,101.67,100.00,-,-,-,-
"전국","09.3 기타 오락용품 · 조경용품 및 애완동물",105.11,102.66,104.06,103.65,103.55,100.00,98.783,97.037,95.805,94.029
"전국","기타 오락용품 · 조경용품 및 애완동물",105.11,102.66,104.06,103.65,103.55,100.00,98.783,97.037,95.805,94.029
"전국","장난감",106.54,105.88,105.99,105.23,104.47,100.00,97.765,96.831,97.899,98.836
"전국","레저용품",105.74,100.88,100.89,104.09,103.56,100.00,98.045,95.667,90.478,86.275
"전국","운동용품",100.69,92.78,99.75,98.39,102.07,100.00,101.192,102.053,103.137,103.605
"전국","생화",128.02,125.92,124.60,110.58,109.88,100.00,99.605,93.033,92.008,85.718
"전국","원예용품",100.13,99.12,99.05,98.90,99.59,100.00,100.406,100.102,99.281,96.980
"전국","애완동물용품",102.40,100.13,100.78,103.02,102.37,100.00,98.797,95.190,92.715,89.427
"전국","애완동물관리비",102.15,102.63,104.61,103.04,102.00,100.00,99.415,98.240,96.561,94.108
"전국","09.4 오락 및 문화 서비스",107.11,106.21,104.57,102.76,101.75,100.00,99.027,97.367,96.368,95.072
"전국","오락 및 스포츠 서비스",107.23,106.28,104.37,102.68,101.40,100.00,99.253,97.829,96.534,95.641
"전국","수영장이용료",109.48,108.25,104.87,103.28,102.47,100.00,98.626,95.063,93.835,92.213
"전국","스키장이용료",113.54,112.38,107.07,107.58,103.47,100.00,97.122,95.996,94.523,93.231
"전국","볼링장이용료",111.26,111.16,108.99,105.81,102.45,100.00,97.075,92.887,89.331,86.491
"전국","헬스클럽이용료",104.43,103.41,101.62,101.49,100.70,100.00,100.062,99.159,97.632,95.038
"전국","골프연습장이용료",97.12,96.86,96.81,97.48,98.92,100.00,101.006,103.402,104.103,104.129
"전국","골프장이용료",110.82,108.15,105.76,103.81,101.96,100.00,99.104,96.555,95.536,94.937
"전국","당구장이용료",105.08,105.00,104.46,102.39,101.37,100.00,98.542,98.120,96.769,96.014
"전국","노래방이용료",105.74,104.91,103.66,102.53,101.03,100.00,98.640,95.992,93.390,92.128
"전국","PC방이용료",104.92,106.10,104.28,98.53,97.36,100.00,101.279,100.015,97.783,96.239
"전국","놀이시설이용료",112.83,112.62,109.15,104.65,102.69,100.00,98.992,94.844,91.861,91.482
"전국","레포츠이용료",107.02,106.49,105.74,105.38,102.78,100.00,99.241,105.196,109.433,107.341
"전국","운동경기관람료",112.70,109.92,108.59,106.03,103.61,100.00,96.289,93.487,90.803,90.169
"전국","문화 서비스",107.04,106.16,104.68,102.80,101.93,100.00,98.902,97.118,96.280,94.766
"전국","영화관람료",117.01,114.01,111.16,103.50,102.67,100.00,98.029,92.090,91.037,90.777
"전국","공연예술관람료",104.44,104.66,105.17,103.02,101.52,100.00,98.022,90.639,90.120,89.848
"전국","전시관입장료",113.98,113.04,111.26,106.31,101.64,100.00,97.545,94.465,92.237,90.483
"전국","독서실비",103.55,103.15,102.49,101.29,100.39,100.00,99.461,98.720,96.891,95.322
"전국","문화강습료",108.65,107.33,104.77,101.75,100.77,100.00,98.328,96.108,94.878,92.880
"전국","온라인콘텐츠이용료",105.89,105.87,104.56,104.56,103.75,100.00,100.000,100.167,98.207,98.207
"전국","방송수신료",99.48,99.44,99.36,99.34,99.88,100.00,99.995,99.947,100.370,99.574
"전국","사진서비스료",112.01,109.65,106.85,104.72,101.88,100.00,97.521,95.646,94.127,89.760
"전국","09.5 신문 · 서적 및 문방구",104.21,104.78,103.12,102.04,100.58,100.00,97.028,94.411,92.008,89.035
"전국","서적",103.16,104.18,103.13,102.59,100.66,100.00,96.368,93.564,90.481,87.348
"전국","유아용학습교재",104.87,103.15,103.12,103.12,100.52,100.00,95.917,95.707,93.802,90.837
"전국","초등학교학습서",114.96,113.24,110.20,105.47,101.56,100.00,91.945,89.290,88.137,85.411
"전국","중학교학습서",106.47,106.23,101.39,100.00,100.00,100.00,99.498,95.428,90.992,88.715
"전국","고등학교학습서",109.63,108.11,105.23,103.33,101.72,100.00,99.894,99.894,99.914,99.741
"전국","교과서",36.95,76.15,85.93,100.00,100.00,100.00,91.487,81.135,70.547,61.208
"전국","대학교재",105.67,104.33,102.69,102.36,102.36,100.00,96.628,96.628,96.628,96.628
"전국","서적",102.41,102.94,102.71,102.29,100.00,100.00,96.677,91.897,86.908,82.559
"전국","신문 및 정기 간행물",111.11,111.11,105.56,100.00,100.00,100.00,99.526,99.526,98.830,98.151
"전국","신문",111.11,111.11,105.56,100.00,100.00,100.00,100.000,100.000,100.000,100.000
"전국","문방구",105.32,104.38,102.11,101.01,100.51,100.00,98.445,95.376,94.814,91.073
"전국","공책",105.60,104.23,101.61,100.84,100.79,100.00,97.293,88.188,88.215,85.896
"전국","스케치북",100.27,98.75,97.42,98.51,99.76,100.00,99.678,98.244,97.335,96.103
"전국","복사용지",104.84,103.58,101.22,96.90,98.08,100.00,103.421,106.057,106.341,105.262
"전국","기타문구",110.46,108.97,107.03,103.45,101.34,100.00,97.250,91.402,89.155,79.541
"전국","필기구",101.32,103.69,102.80,102.35,101.14,100.00,97.598,95.635,95.152,91.984
"전국","회화용구",109.07,104.77,100.39,100.22,100.13,100.00,96.996,94.026,93.345,88.783
"전국","09.6 단체여행",95.02,99.97,101.64,100.92,102.50,100.00,106.213,106.403,103.418,100.051
"전국","단체여행",95.02,99.97,101.64,100.92,102.50,100.00,106.213,106.403,103.418,100.051
"전국","국내단체여행비",102.16,101.13,103.04,102.83,100.61,100.00,107.287,108.102,106.525,102.167
"전국","해외단체여행비",93.50,99.58,101.20,100.38,103.03,100.00,105.833,105.804,102.323,99.371
"전국","10 교육",102.52,104.76,104.21,102.80,101.64,100.00,98.312,96.888,95.762,94.424
"전국","10.1 유치원 및 초등교육",100.82,105.63,105.78,103.85,102.74,100.00,92.838,93.339,120.645,132.312
"전국","유치원 및 초등교육",100.82,105.63,105.78,103.85,102.74,100.00,92.838,93.339,120.645,132.312
"전국","유치원납입금",100.82,105.63,105.78,103.85,102.74,100.00,92.838,93.339,120.645,132.312
"전국","10.2 중등교육",33.96,86.90,100.47,100.39,100.10,100.00,99.813,99.757,99.715,103.092
"전국","중등교육",33.96,86.90,100.47,100.39,100.10,100.00,99.813,99.757,99.715,103.092
"전국","고등학교납입금",33.96,86.90,100.47,100.39,100.10,100.00,99.813,99.757,99.715,103.092
"전국","10.3 고등교육",98.49,99.43,99.70,99.99,100.02,100.00,100.067,100.355,101.480,104.461
"전국","고등교육",98.49,99.43,99.70,99.99,100.02,100.00,100.067,100.355,101.480,104.461
"전국","전문대학납입금",99.77,100.08,100.07,100.00,100.00,100.00,100.029,100.257,101.659,105.030
"전국","국공립대학교납입금",97.67,98.43,98.66,99.52,99.84,100.01,100.164,100.532,102.508,109.938
"전국","사립대학교납입금",97.71,99.07,99.52,99.93,99.99,100.00,100.114,100.489,101.549,104.032
"전국","국공립대학원납입금",101.73,101.23,100.66,100.36,100.25,100.01,100.013,100.058,100.103,100.258
"전국","사립대학원납입금",102.45,101.99,101.54,100.99,100.49,100.00,99.365,98.411,97.918,97.851
"전국","10.4 기타교육",109.53,107.87,105.85,103.78,102.18,100.00,97.977,95.836,92.454,88.607
"전국","학원 및 보습교육",109.61,107.97,105.89,103.84,102.25,100.00,97.973,95.856,92.420,88.520
"전국","초등학생학원비",107.47,105.90,104.83,103.13,102.08,100.00,98.417,95.709,92.495,88.406
"전국","중학생학원비",108.73,106.59,104.71,102.88,101.87,100.00,97.073,95.205,91.049,86.383
"전국","고등학생학원비",111.28,109.54,107.55,105.22,102.94,100.00,97.431,94.526,89.861,84.749
"전국","음악학원비",114.06,111.39,109.50,106.31,103.09,100.00,98.058,96.193,93.028,88.515
"전국","미술학원비",112.19,109.95,107.44,105.21,102.85,100.00,97.621,95.031,92.325,88.275
"전국","운동학원비",116.11,113.41,110.00,106.35,103.29,100.00,96.585,92.857,90.286,87.818
"전국","전산학원비",107.26,104.59,103.20,101.69,101.48,100.00,97.473,94.445,88.822,84.689
"전국","가정학습지",105.12,105.12,102.06,101.66,101.61,100.00,101.157,101.305,99.618,98.624
"전국","이러닝이용료",91.45,110.31,101.74,101.74,101.74,100.00,98.934,98.934,97.367,95.631
"전국","학교보충교육비",104.84,104.53,103.47,102.00,100.03,100.00,99.738,98.925,98.902,98.700
"전국","성인학원 및 기타교육",108.30,106.38,105.15,102.80,101.23,100.00,97.993,95.549,92.897,89.744
"전국","취업학원비",108.26,105.06,106.13,102.30,99.85,100.00,97.397,95.456,92.151,88.593
"전국","외국어학원비",110.09,107.96,105.94,103.49,101.84,100.00,98.328,95.653,92.789,89.715
"전국","운동강습료",107.44,106.46,104.08,102.75,101.73,100.00,98.486,95.603,93.809,91.382
"전국","11 음식 및 숙박",111.15,110.10,108.14,104.97,102.51,100.00,97.722,96.326,94.855,93.731
"전국","11.1 음식 서비스",111.09,110.23,108.22,105.02,102.54,100.00,97.715,96.328,94.875,93.833
"전국","음식 서비스",111.09,110.23,108.22,105.02,102.54,100.00,97.715,96.328,94.875,93.833
"전국","김치찌개백반",112.21,110.32,106.76,103.73,101.28,100.00,98.604,96.420,94.398,92.327
"전국","된장찌개백반",112.27,110.80,106.98,103.54,101.37,100.00,98.573,96.887,94.946,92.089
"전국","비빔밥",111.27,110.44,106.91,103.29,101.54,100.00,98.131,96.701,94.337,91.815
"전국","설렁탕",114.25,112.77,109.81,105.14,101.78,100.00,97.063,95.401,93.979,91.887
"전국","갈비탕",121.74,118.67,115.20,108.67,104.04,100.00,95.933,93.152,90.338,88.617
"전국","삼계탕",109.74,109.02,106.34,103.30,101.28,100.00,97.979,96.104,94.364,91.869
"전국","해물찜",107.57,107.00,105.72,103.50,101.76,100.00,98.376,97.427,96.043,92.941
"전국","해장국",111.82,109.82,107.34,103.40,101.69,100.00,98.544,97.908,96.504,93.899
"전국","불고기",112.97,111.10,108.40,105.79,103.72,100.00,98.053,96.563,95.482,94.770
"전국","쇠고기(외식)",115.23,112.25,109.77,106.45,104.08,100.00,98.662,97.186,96.540,95.256
"전국","돼지갈비(외식)",111.79,110.92,108.52,104.56,102.14,100.00,97.481,95.610,94.847,93.091
"전국","삼겹살(외식)",112.21,110.71,108.47,105.04,102.38,100.00,96.979,95.225,94.756,92.834
"전국","오리고기(외식)",106.30,105.70,104.23,101.70,100.43,100.00,98.790,97.557,96.921,95.284
"전국","냉면",113.68,111.91,108.16,103.89,101.53,100.00,97.377,95.121,92.641,89.305
"전국","칼국수",113.37,111.32,108.33,104.33,101.96,100.00,98.832,97.240,94.915,92.824
"전국","죽(외식)",115.16,114.08,106.64,102.18,102.18,100.00,98.454,98.454,98.454,96.136
"전국","생선초밥",109.12,108.14,105.71,103.64,102.25,100.00,98.987,97.918,96.047,95.051
"전국","생선회(외식)",110.06,110.11,111.03,106.80,104.28,100.00,99.520,99.139,97.613,96.416
"전국","자장면",116.68,115.04,110.83,106.10,102.81,100.00,97.308,96.090,94.445,93.339
"전국","짬뽕",119.22,117.42,112.89,107.30,103.18,100.00,97.128,94.924,92.151,90.712
"전국","탕수육",111.82,110.58,107.51,104.25,101.91,100.00,97.911,96.404,94.826,92.829
"전국","볶음밥",116.39,114.39,111.00,106.66,102.96,100.00,97.872,96.172,94.174,92.908
"전국","돈가스",110.67,109.90,106.70,103.97,102.14,100.00,99.332,98.513,97.488,95.878
"전국","스테이크",111.34,109.08,106.52,104.66,102.70,100.00,98.220,97.057,94.976,92.242
"전국","스파게티",107.54,106.24,104.70,102.43,100.77,100.00,99.373,98.042,96.441,94.191
"전국","라면(외식)",119.00,116.77,112.41,107.89,103.51,100.00,96.588,93.017,90.005,86.757
"전국","김밥",129.33,125.78,119.23,112.85,104.73,100.00,97.471,94.037,91.136,89.292
"전국","떡볶이",119.32,116.30,111.46,105.78,103.12,100.00,96.198,93.757,90.576,88.374
"전국","치킨",110.84,109.37,104.01,101.23,100.35,100.00,99.412,98.616,96.570,94.345
"전국","햄버거",106.93,108.25,105.71,101.35,100.23,100.00,97.100,95.488,100.195,99.626
"전국","피자",100.89,101.62,101.22,100.00,100.00,100.00,99.715,96.578,96.578,93.788
"전국","커피(외식)",104.52,104.37,101.77,101.14,100.39,100.00,97.592,96.451,93.799,91.520
"전국","국산차(외식)",100.76,100.32,100.18,100.16,99.93,100.00,99.299,98.499,97.797,96.530
"전국","소주(외식)",122.57,121.72,120.43,117.56,111.73,100.00,96.460,94.690,91.997,91.926
"전국","맥주(외식)",110.57,109.40,106.87,104.89,102.30,100.00,98.118,95.276,89.908,87.925
"전국","막걸리(외식)",106.69,105.15,103.47,102.64,101.56,100.00,99.316,98.463,97.841,97.495
"전국","학교급식비",27.11,59.44,101.06,105.41,103.23,100.00,93.476,99.489,108.845,133.356
"전국","구내식당식사비",115.21,112.34,109.06,105.37,102.53,100.00,95.125,93.346,90.808,87.230
"전국","도시락",109.01,109.01,106.55,100.00,100.00,100.00,-,-,-,-
"전국","11.2 숙박 서비스",111.92,106.68,105.74,103.42,101.49,100.00,98.078,96.200,93.838,89.201
"전국","숙박 서비스",111.92,106.68,105.74,103.42,101.49,100.00,98.078,96.200,93.838,89.201
"전국","호텔숙박료",98.36,104.77,107.13,105.13,100.45,100.00,98.480,97.603,93.719,83.783
"전국","여관숙박료",98.56,99.97,99.82,100.11,100.04,100.00,99.244,98.337,97.098,94.781
"전국","콘도이용료",118.20,120.90,119.62,103.61,101.21,100.00,96.629,97.102,96.605,90.105
"전국","학교기숙사비",108.50,106.38,104.56,102.90,101.42,100.00,97.840,94.944,92.849,91.124
"전국","휴양시설이용료",125.60,105.96,102.98,102.98,102.98,100.00,-,-,-,-
"전국","12 기타 상품 및 서비스",110.78,108.65,106.94,106.31,103.44,100.00,97.409,94.495,94.059,97.236
"전국","12.1 미용용품 및 미용 서비스",102.81,101.62,100.42,99.78,100.20,100.00,98.085,94.711,92.372,89.572
"전국","이미용 및 미용시설",110.35,108.79,106.38,103.02,101.25,100.00,97.807,94.239,91.047,87.241
"전국","목욕료",114.55,111.87,108.52,104.16,101.50,100.00,98.095,93.949,90.458,86.155
"전국","찜질방이용료",112.23,110.96,107.42,103.94,101.23,100.00,96.447,94.206,91.105,87.943
"전국","이용료",106.70,105.52,103.94,101.67,101.15,100.00,98.589,96.932,95.456,93.229
"전국","미용료",109.79,108.33,106.02,102.76,101.24,100.00,97.799,93.545,89.995,85.865
"전국","뷰티미용료",108.57,107.14,105.83,102.69,101.10,100.00,99.191,97.863,96.397,93.689
"전국","개인용 전기용품 및 미용용품",96.48,95.58,95.36,96.90,99.26,100.00,98.311,95.093,93.453,91.588
